Gephyrocapsa huxleyi HET,lat,lon,temperature,sio4,po4,no3,o2,DIC,TA,PAR
0,-62,153,1.5384114547,78.4987900434,2.3151856568,33.4382374568,181.8222997537,2245.1282660425,2330.4403329603,7.711423680008282e-05
0,-61,-45,-1.07275036,87.6225183137,2.0799130873,31.2176510757,275.8950187042,2219.3051965884,2326.4907700858,0.001465077
0,-64,-4,0.1704944988,86.6363210407,2.2230351473,31.4562339471,220.1874340744,2248.1736684781,2339.0034108743,0.0001814388
0,-68,-77,0.5498726781,79.4384516417,2.2281789313,32.9824621138,224.2083687053,2237.6949528654,2329.5560833627,6.865753107422518e-06
0,-61,-15,0.135882159,95.6082223178,2.1804844095,32.5890302961,210.5718589984,2245.363519672,2340.0558234648,0.0002418732
0,-61,66,1.514514656,73.7077069082,2.2780126359,34.9458538549,198.6490802505,2243.3693717821,2322.0686181739,1.253606335612526e-05
0,-64,118,0.6364888618,85.9895205867,2.1127038746,31.9531244043,224.7808211517,2238.453438172,2337.3794740853,0.0014974717
0,-62,80,1.447989451,75.2562002972,2.4017987989,33.3954291594,195.3290562329,2248.7102279956,2332.7886170561,0.0036545155
0,-58,83,1.4832877193,79.8393305623,2.267423219,32.5039017773,223.9197206183,2227.9351457518,2322.815766986,3.39125301108381e-05
0,-63,-38,-0.9575877135,91.1805253859,2.1705100177,31.542641721,255.8727771957,2236.8964704022,2340.3666956831,0.0300251024
0,-61,-36,-0.8419245885,88.4671193144,2.125617753,30.0191852431,276.7012687871,2225.650546469,2333.8034588448,0.0458675708
0,-69,-31,-0.2641784555,97.1408641973,2.2195169688,31.9910368057,206.4038203051,2258.2953385597,2349.0228851255,7.433589782005895e-05
0,-68,163,-0.9534590282,82.7574923199,2.011309727,32.4692170484,265.0722165214,2233.592391249,2332.4714689952,0.0001300851
0,-74,-128,-1.8452599728,93.4596520215,2.1471496826,30.6472225301,267.6263276935,2220.9239888281,2299.3544553569,0.0725400527
0,-64,-64,0.5048185692,81.3011227037,1.8785010839,33.4683942571,251.4449572252,2235.8915561928,2335.3669027078,1.177411951173346e-05
0,-66,-76,1.1716112676,72.1016478043,2.2240992659,33.4311631991,198.9391636821,2224.7063185704,2318.3822553107,6.781865656202582e-05
0,-65,-166,0.6347677811,76.9547729492,2.2879372995,32.6254281093,212.6129948614,2241.8037884689,2330.6679835326,0.0001559992
0,-66,-6,0.7748420636,99.6271998572,2.1933981158,33.4270012886,211.1717452729,2253.663159924,2350.6621865043,2.157143302780276e-05
0,-73,173,-0.6260686452,86.0751813398,2.0933128619,30.9626743882,246.6119131745,2242.3484933805,2337.7074683179,9.870839864498488e-06
0,-61,-2,0.2319391214,88.8687446028,2.2259043627,31.3768926011,221.274772307,2248.8881968689,2339.3200845429,0.0001498874
0,-64,32,-0.0702758238,81.1778967289,1.9132917418,30.3940221772,245.1876808047,2239.810401046,2337.5002242329,0.0018317916
0,-66,-71,0.9658737832,81.2299717276,2.3223501031,33.2439208899,247.7915137199,2219.9755660948,2332.2487715693,3.141816602471637e-05
0,-62,98,0.1150655544,81.5163072198,2.5227455804,31.521950599,262.2204620235,2228.0695804366,2322.1640947083,0.0006428515
0,-66,-15,-0.1789660741,99.8148311124,2.2604522676,31.7044401882,227.2308834866,2247.9634168846,2342.168072004,6.289787742197303e-05
0,-62,-150,0.6462839792,81.8856989604,2.19853931,32.3784687064,248.7942285456,2193.3749155842,2332.4566072294,8.926191244996946e-05
0,-69,173,-0.6194173031,82.3509944145,2.024953844,30.3900702956,257.4757273565,2224.6966979833,2321.9854013935,0.0116869903
0,-69,-71,-1.2436100235,94.0749282688,2.1999633315,31.5854186937,282.8768005352,2208.2193266569,2318.4852548317,0.0100703032
0,-69,20,0.0455500249,90.811982477,2.0233303719,31.0760317911,211.3038871512,2253.3029572096,2344.6817700624,0.0253136966
0,-68,-172,0.3579794645,79.6439234862,2.2071670276,32.8610003065,207.9487858505,2244.8567700099,2326.7657654503,1.8485313292048208e-05
0,-71,-33,-1.7004254114,82.5148472278,2.1549993913,26.0636994486,268.2906257817,2227.3119090771,2340.1538534652,0.0268080417
0,-59,-36,-0.1917878316,87.2182183163,1.9199205409,30.427415877,293.0808149188,2218.8453250301,2330.6255767703,0.0130376916
0,-63,-21,-0.7632365069,90.8979863507,2.1573938387,31.1862602445,249.9179322365,2237.0244762304,2339.337967821,0.0354189934
0,-61,78,1.107208317,87.5599487722,1.7698745905,32.1607906546,273.849499555,2225.4789888857,2328.5640952105,0.0005023389
0,-67,-168,0.1583896282,81.461090622,2.2066529599,31.7294087335,242.1745824935,2212.5195742157,2334.3364196239,0.0001064268
0,-69,-43,-0.328194408,99.2385222056,2.2678972462,29.2444244846,233.016743581,2240.9465677134,2348.5552486228,5.071038367570638e-06
0,-70,-160,1.166564226,84.0517252947,2.2616468985,32.2216485562,219.7678035518,2236.6512071919,2339.539808099,3.989330915088083e-06
0,-70,-28,-0.876077189,74.0076123938,1.6859981504,21.9437629361,350.6397631965,2151.0912783298,2305.4989140604,70.343494013
0,-66,-44,-0.786859978,92.9882887568,2.1693455741,31.0152156697,248.0396452867,2243.2966599527,2346.0230807367,0.0015728849
0,-59,-46,0.3957472807,88.4741067666,2.193944095,32.2568543253,243.1263654227,2230.3936420624,2331.6863060735,0.00018947
0,-61,7,0.024909766,95.3020119724,1.9573123823,32.3059012764,224.4026263757,2250.221123025,2342.8934245941,0.0002685112
0,-68,5,-0.7415107534,83.1612379715,2.1770885854,31.2093764783,260.7990745466,2229.810501489,2336.3662690132,0.0001531724
0,-64,77,0.5043503629,78.0459052402,2.3712018502,34.2378773516,196.1722388654,2252.9766769448,2326.6295025462,3.0752602522583434e-05
0,-62,-41,-0.4372755942,98.8500374939,2.1709974922,32.1610026534,232.2724216563,2243.8152245577,2342.7212517777,7.259587554811066e-06
0,-62,97,0.4698725011,81.1299485619,2.2596286728,32.6954014244,224.6777240773,2239.1034845525,2333.3034490374,0.0001493817
0,-72,-127,-1.4967822081,86.2896083122,2.2229258887,31.0379089027,289.5456599777,2209.6344827116,2306.002573598,0.0262104524
0,-61,16,0.3564794281,86.3748389622,2.1832131866,29.1749577129,222.2439899614,2246.665844522,2341.3502405131,0.0013967149
0,-66,-30,-0.0234439518,105.0321553559,2.1597454143,31.5916737116,205.9054143559,2257.781575079,2349.6090588033,2.152027010971103e-06
0,-66,-167,0.2313573215,79.3768457405,2.1148685796,32.5482084724,233.2540225126,2228.8581909849,2334.1115036142,0.0002091039
0,-65,-26,0.0967909184,101.992629237,2.2742053765,32.7246417679,233.0576003341,2261.4998274808,2351.657478637,6.101814977790372e-05
0,-58,9,0.2158322733,90.4973067954,2.1256979915,32.4470009694,240.0636199424,2240.1454490294,2345.8813716758,0.0004777031
0,-70,5,0.1718099867,95.3651695624,2.213608265,32.0097637137,251.1155322194,2228.4302482564,2343.2253805904,0.000128754
0,-60,-20,0.2089901363,90.8812251002,2.2171794081,31.8344841392,236.3401005604,2242.08400895,2337.7929228752,0.0077355052
0,-62,64,1.2713249834,82.6886240943,2.3611593159,33.4613632882,222.9266094934,2237.8437889653,2325.4897647722,4.1669983052180576e-05
0,-61,-28,0.145710469,90.2529175985,1.949887792,32.7920590586,226.2264740907,2249.915420685,2346.6564581501,0.0024502966
0,-59,-6,-0.6842378166,87.1799619269,2.1155208726,30.6270302228,295.8266209448,2224.9062830563,2329.0366751096,0.0021284298
0,-59,2,-0.7687166805,85.8483345442,2.1718731749,30.7947102536,267.1406732835,2226.6604864089,2327.7938755963,0.0011475883
0,-71,-19,-0.2036729045,95.8878858005,2.2217688326,31.6292801926,220.1471692098,2249.6871284017,2342.5851312602,0.0098547567
0,-75,174,-1.1946238779,81.7307604967,2.1441631337,30.745510337,259.4325348842,2239.7864041438,2335.8905639499,1.2645348869273627e-05
0,-64,114,0.5480686415,84.9511052317,2.204559615,31.7427271873,200.2123149176,2251.6064069269,2338.4280634054,0.0029850195
0,-71,-126,-0.5603792477,81.0741164926,2.2343883758,31.3870861172,244.7574507713,2230.2311760572,2316.5607710342,0.0001024033
0,-67,-172,0.5401093378,83.962041342,2.2484085388,32.3879856539,210.0933931612,2220.702909035,2336.7024792522,2.077266116785668e-05
0,-65,1,0.6343248137,92.7055912934,2.2455078045,32.227396221,204.1685774935,2245.4089012945,2343.6709756198,5.571330775558655e-05
0,-69,19,0.1666065547,79.8514209056,2.1618074099,32.1785963257,238.2628565971,2240.2181472306,2342.9111690281,6.284014141272523e-05
0,-74,-117,-1.9135600328,88.8526039124,1.9471955337,26.9939584732,313.8813781142,2168.9816069185,2285.9519683664,0.0011765142
0,-66,154,-0.5572863512,82.4242808608,1.9886600401,29.9928884563,253.1828413496,2232.6896193855,2330.4299336534,0.0064594864
0,-57,-5,0.1023960785,93.1932989054,2.1441656328,31.5606965855,247.3284224195,2233.5259569766,2327.3674555788,0.0005562585
0,-64,114,0.8609583662,87.0197497785,2.3741752003,33.2369135507,180.1038743217,2257.6005806547,2342.4402702445,6.792241242962671e-07
0,-66,-39,-1.3657978262,75.3269190111,1.8204740573,28.5800294063,327.9645232867,2188.9189685917,2322.0496782447,91.1388484224
0,-63,89,0.3282799893,76.3165918088,2.2182963934,32.6478425331,214.528425359,2246.2494576533,2332.5247145086,1.8440336759134348e-05
0,-61,10,0.4179004067,109.5011904518,2.2790193929,33.7082088709,211.6567565676,2252.4295939565,2344.819078521,0.0001275157
0,-59,3,-0.6012720257,86.4873355459,2.130932316,31.4397210261,251.4016322664,2235.9120823102,2330.8755401114,0.0023933431
0,-70,-79,0.1514941099,86.7982798883,2.2637660596,34.6832949926,247.2315287589,2221.5340724366,2333.5898952909,1.2996126715597532e-05
0,-66,155,0.4467797118,87.4839593547,2.1984080472,32.600570834,210.7017919418,2216.4429597961,2335.8151410582,0.0002704773
0,-65,-7,0.8618720409,105.0515683908,2.1853552524,33.4599949144,202.6840619573,2258.6245700952,2351.4807638609,2.9785322989244924e-06
0,-66,-14,0.6790717065,102.6507827344,2.2689433104,31.5294517923,213.1744505667,2262.6812852892,2350.5525912531,1.0830338584419187e-06
0,-73,-127,-1.477664014,88.787757882,2.3695732635,33.6543395718,320.5670763694,2198.1284233065,2313.3312537732,6.961994847280443e-07
0,-66,-3,0.836499629,97.282854443,2.2737383379,33.0223028545,193.6669488627,2258.8383390997,2349.4621842595,3.3174100997453764e-06
0,-74,171,-1.2301347601,82.6028042694,1.994528527,30.4857072609,266.2007182044,2243.2188738462,2339.2629161019,2.1913581311794915e-06
0,-66,12,0.4430374273,97.9689439202,2.1878911771,32.3391458984,209.4889049922,2240.6652690747,2347.2578944193,1.57888269158216e-05
0,-60,-15,-0.2260006349,87.6130089112,2.2777253771,32.8265700426,231.9080267085,2239.9858325713,2331.7245160159,5.430478788269244e-05
0,-60,-44,-0.3183780337,84.3838090448,1.9824363108,30.6359131062,295.4901257273,2214.3895037394,2326.6405493103,0.0063463603
0,-74,-113,-1.9507850051,83.6090568532,2.2014232639,30.0099372845,263.2937103221,2199.6671499185,2286.2499658448,0
0,-64,11,0.5702388062,104.4144824358,2.2573059896,32.1184042384,216.6757921024,2247.5928973131,2342.6894851602,0.0001954884
0,-60,-10,0.0037019015,81.3461396365,2.11563999,30.6331540671,238.8993964265,2238.3418441369,2335.1513439422,0.0011346382
0,-67,-71,0.592820885,85.5036996593,2.1084532454,30.7602691468,220.7851893494,2240.9586324374,2341.2322020907,0.011403227
0,-64,-13,0.2182869604,100.8208445995,2.3449127184,31.1274726559,219.6436558156,2253.227690209,2346.3479150374,3.698746394048076e-05
0,-65,-67,0.8763139631,91.1619297093,2.2808334468,33.2970134794,261.6380354924,2223.8337849003,2344.4185734784,1.569287689485194e-05
0,-63,-19,-1.0298717964,92.2969996307,2.1807809877,28.8147657897,275.6149422003,2231.5549231296,2339.4880716457,0.0111506055
0,-69,165,-1.2513636569,73.6723998195,1.2526762803,16.8839525877,359.6835379823,2162.7002371563,2297.5336510431,42.605777922
0,-68,-14,0.2762945248,90.4094078618,2.2603648041,32.607117675,231.7306366555,2237.3510068606,2342.2131184607,0.0015623008
0,-65,110,-0.8198295359,84.3121319485,2.4057323804,33.6484220321,254.6027929779,2224.6507213633,2338.4197722121,0.0003314485
0,-64,59,0.3134492599,77.1627662134,2.3497607919,33.845329308,217.6523349375,2240.6863085469,2323.5002453877,0.0004832078
0,-62,54,1.5489142023,84.3858892278,2.4149676606,33.9855736083,174.6992983626,2257.2427913684,2335.4914006839,7.815485707443436e-05
0,-61,85,1.2796237539,86.2960913046,2.0570899535,32.4448518851,236.8063241617,2229.3136796552,2327.766145903,4.702692689176732e-05
0,-62,-149,0.265180719,89.4684085179,2.2658831304,32.8906798631,224.2033491415,2210.2607658353,2332.1764659163,0.0007070138
0,-65,150,0.310787371,79.5718889503,2.1562641311,32.0165419888,225.1228166926,2241.7783007811,2334.6655775761,0.0002154145
0,-65,5,-0.2549583133,91.609864402,2.2026108852,31.1982323692,216.1728493777,2242.8420537636,2342.9693835467,0.0003263464
0,-62,-47,-1.1196796707,93.2163581969,2.1299202767,31.8283150462,264.5498331812,2228.8417053109,2334.8409609458,5.4158700930736655e-05
0,-64,-47,-1.389276056,87.8280022086,1.9154647601,29.6094405894,310.0542975198,2213.288140919,2331.4655041678,0.3136137708
0,-59,20,-0.0279513302,85.5959196156,1.9380594227,29.9525614,311.6180300319,2209.2674352621,2326.8275888003,0.0060915262
0,-69,-3,0.4810336331,88.3480610878,2.1529731169,32.3882608505,226.4546612748,2242.5888029073,2341.9500021131,0.0056807148
0,-59,78,1.8445782865,84.3181174972,2.2931823897,32.9105654339,199.0205083614,2237.8868523439,2332.061810499,2.435163189771358e-05
0,-63,12,-0.2500670717,93.3223920604,2.1399693545,32.5117182602,204.6160827574,2251.3605023784,2340.1186486456,0.0007164233
0,-64,-63,0.5785680022,81.694097151,2.2561990739,31.1595436148,218.1865007281,2243.1947761899,2340.7814218951,1.916326747272945e-06
0,-67,-148,1.230575531,84.5405205496,2.2275581509,32.3459543122,201.9912020368,2234.8956111599,2343.0624273534,6.250099734657358e-07
0,-67,-149,1.0703548144,94.1409015215,2.38314193,33.396292049,169.9252388591,2266.6456447698,2347.5710282104,1.9726156004224643e-06
0,-61,18,0.2380129389,90.2592910776,2.0132063374,31.8418392963,235.3079755286,2239.528352039,2341.7437994853,0.0037816369
0,-65,167,0.1023669959,85.2882707065,2.1881588499,32.0895257797,246.1322561614,2233.2035016662,2328.2027229128,0.0072760486
0,-60,-39,0.1503335722,89.2583158507,2.3275766148,33.1724548349,240.06069811,2238.6586646196,2341.1587536132,0.0028876134
0,-62,76,1.4319050752,78.1096857539,2.3387993134,33.5500445678,197.502579909,2253.4298662591,2330.4313534248,8.048213004307148e-05
0,-60,85,1.2835503264,78.2138204091,2.2712196797,31.6548988421,207.343771802,2242.4820100237,2330.2666680545,0.0010767783
0,-67,172,0.660793707,79.8253723545,2.1498997833,31.7632328388,230.3266724104,2235.0999652162,2325.1831196378,6.373118363088988e-05
0,-65,-25,0.3703209924,108.1675305515,2.2190248243,32.6314089305,201.452529965,2262.4611818365,2351.8038154801,0.0010196884
0,-60,77,1.6492012071,74.6509607815,2.5590636463,32.8264813649,207.612998664,2236.5600471148,2331.7492293871,2.474165847915786e-05
0,-67,-36,-1.5601490377,83.0747910841,2.1719170822,29.7270558178,275.9313518818,2234.4095376518,2340.5851105408,0.0035245884
0,-64,-5,0.7311438629,100.1001864769,2.2302370294,31.3882058834,204.4444353468,2256.1238740704,2349.0955180717,1.8859220389164536e-05
0,-64,-27,0.1490945403,101.2944735965,2.1898259863,32.1486597644,207.2588807894,2261.6345611604,2351.8016923557,0.0080065457
0,-65,-23,0.2891602117,99.2979050496,2.2217038803,32.1029459512,207.2496006204,2257.8053226472,2350.3256051836,0.0046442945
0,-69,-19,0.3572448281,94.8623903842,2.2250012508,31.9712012769,198.9803837624,2260.9822519353,2349.1433725423,0.0011974674
0,-60,-11,-0.241894122,86.8206887411,2.1900641055,30.3916419,227.1542291562,2241.0198573867,2331.0790410693,6.09046361552429e-05
0,-63,-29,-0.858798567,83.8625159743,2.1021817799,31.0003734201,266.9172617021,2233.9420940025,2339.4077203204,0.0003178169
0,-59,79,1.6793196847,80.1750287641,2.2358622195,34.0294693074,193.3783469965,2236.0919578253,2332.5349108317,0.0001539342
0,-63,-37,-0.1296394647,96.2590230533,2.0800462541,31.5064495899,230.8257463435,2246.6887654744,2347.6251875602,7.51890692745248e-07
0,-70,171,0.2469738644,84.9536474116,2.0493867713,30.6825110975,241.7978967755,2241.8457448351,2337.8852431331,2.1319380388782112e-05
0,-69,-46,-1.7417211311,88.2101334236,2.1226435695,25.4006216439,286.847273773,2219.1931912561,2336.6122449068,0.1250645662
0,-65,155,0.9273890574,84.7729127643,2.219365153,32.8542491244,212.4188811452,2247.2047939307,2342.4815950729,9.774797264133676e-06
0,-69,-21,-0.6152294426,93.6591227882,2.2277732736,32.6918849244,225.4835278883,2249.4223675608,2342.4275866791,0.002768248
0,-66,111,-0.7937600003,88.788887037,2.0222240689,31.38799954,257.88775637,2222.6360311348,2336.8855392257,0.0038612656
0,-63,-48,-0.5284280226,99.9713474451,2.1940130033,32.4184896097,252.2904376845,2237.0373706903,2343.5721064547,0.0408008784
0,-72,-77,-0.7038550111,109.4543059766,2.2235134854,30.8918567635,250.7993592247,2248.2755024193,2318.2746884295,3.7742964897637214e-08
0,-58,2,0.3981127258,99.0856131118,2.2799792261,33.7233302047,215.9195570509,2245.8702754212,2340.2403811954,0.0001012813
0,-65,-41,-0.5562699982,90.472645729,2.1859531812,31.168059428,225.0748249881,2249.2205856296,2346.7098502343,9.700308823591232e-06
0,-67,-22,0.6448995092,106.3964200927,2.2612981356,32.1812758275,197.8089423566,2259.4252095261,2351.2218982641,7.771760058486445e-07
0,-61,-18,0.4574723128,84.8539634993,2.4613955119,32.5468825958,207.4697309259,2249.8770857611,2339.9897659344,5.28310369489728e-06
0,-65,23,0.4207069058,112.8403587105,2.0882680125,31.9399267594,203.555678519,2254.7353430231,2340.9387999647,0.0002540651
0,-58,4,0.0098189622,93.5517657406,2.2076963221,33.427233155,227.8929540464,2240.8956839938,2335.674958334,0.0008643133
0,-69,-79,0.2759863175,84.7961682374,2.1843759425,31.3395922509,291.6363726647,2203.9950897107,2337.4398672039,6.032963233448568e-05
0,-72,-79,-0.8258599942,112.55523297,2.7062779658,33.2236289917,258.3011325002,2230.0135017353,2343.8472567751,1.299250026124162e-06
0,-66,-26,-1.2996980179,92.5228974742,2.1998998849,31.1775218636,263.3735093708,2235.5123326036,2341.6857617938,0.0045211256
0,-67,-175,1.0852772131,84.4246323047,2.1939744836,33.4359697973,173.9117893058,2267.1426837814,2330.5853168253,6.641903335795936e-06
0,-66,-20,-0.1449828131,104.8947127719,2.3095451966,30.4587570197,253.9205986132,2237.9486067152,2347.6439018876,0.0037070032
0,-59,11,-0.0369004434,107.0856278291,2.3119834494,33.0039320557,221.923959603,2253.8351924838,2346.6229725633,0.0174192668
0,-62,-39,-1.3187293517,86.2992069117,2.0729102579,30.0933788317,266.8894693099,2224.1933756024,2330.7221586081,0.0003502493
0,-68,-37,-0.7918927616,82.7563261487,2.1554823912,30.0774506656,242.5386649981,2238.2456758507,2344.0687250272,2.7072649370044503e-05
0,-65,-16,-1.3059782099,89.5108013138,2.1019156433,29.8439103663,279.9101389641,2232.724043347,2334.8351808686,0.0022036342
0,-58,9,-0.474658444,95.0895292911,2.292320025,32.6941469997,278.168120906,2225.2985389266,2331.392745229,0.0005051685
0,-66,2,0.792360566,95.7089045335,2.2512736822,32.2737403904,210.4457723318,2254.5096229708,2348.5813233073,3.262220755510412e-06
